BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast
SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),2008,8878,1,,FL,No Tolls on 1+ lane,22400,2010,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 25 N of MiamiDade County,12-8878--SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),86060000,12-24560-860584,2012,17100,860584,Florida,12-24560-860584,,22400
SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),2008,8879,1,,FL,No Tolls on 1+ lane,18800,2010,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 25 N of Pines Boulevard,12-8879--SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),86060000,12-24561-860083,2012,17900,860083,Florida,12-24561-860083,,18800
SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),2008,8880,1,,FL,No Tolls on 1+ lane,16400,2010,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 25 S of Stirling Road,12-8880--SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),86060000,12-24562-865336,2012,17200,865336,Florida,12-24562-865336,,16400
SR 25 from N of Griffin Raod (MP 7.297) to S of Pines Blvd (MP 7.297),2009,8917,1,,FL,No Tolls on 1+ lane,21500,2013,1,2009,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 25 from N of Griffin Raod (MP 7.297) to S of Pines Blvd (MP 7.297),12-8917--SR 25 from N of Griffin Raod (MP 7.297) to S of Pines Blvd (MP 7.297),86060000,12-24599-865336,2015,14600,865336,Florida,12-24599-865336,,21500
SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),2008,8881,1,,FL,No Tolls on 1+ lane,15400,2010,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 25 S of Griffin Road,12-8881--SR 25 from Miami Dade County Line (MP 0.000) to North of Griffin Road (MP 7.192),86060000,12-24563-865240,2012,14100,865240,Florida,12-24563-865240,,15400
SR A1A from (MP 0.000)  Broward County to N of Seacrest Parkway,2008,8882,1,,FL,No Tolls on 1+ lane,36500,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from (MP 0.000)  Broward County to N of Seacrest Parkway,12-8882--SR A1A from (MP 0.000)  Broward County to N of Seacrest Parkway,86030000,12-24564-865044,2014,40000,865044,Florida,12-24564-865044,,36500
SR A1A from Miami Dade County Line (MP 0.000) to Seacrest Parkway (MP .906),2011,8944,1,,FL,No Tolls on 1+ lane,38000,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from Miami Dade County Line (MP 0.000) to Seacrest Parkway (MP .906),12-8944--SR A1A from Miami Dade County Line (MP 0.000) to Seacrest Parkway (MP .906),86030000,12-24626-865044,2016,37500,865044,Florida,12-24626-865044,,38000
SR A1A (MP 2.400) In St Lucie County to (MP 5.900),2008,8883,1,,FL,No Tolls on 1+ lane,9900,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A (MP 2.400) In St Lucie County to (MP 5.900),12-8883--SR A1A (MP 2.400) In St Lucie County to (MP 5.900),94060000,12-24565-940705,2014,5900,940705,Florida,12-24565-940705,,9900
SR 80 from (MP 2.620) to (MP 4.460),2008,8884,1,,FL,No Tolls on 1+ lane,14600,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 80 S of Avenue G,12-8884--SR 80 from (MP 2.620) to (MP 4.460),93110000,12-24566-930359,2015,17300,930359,Florida,12-24566-930359,,14600
SR 80 from (MP 2.620) to (MP 4.460),2008,8885,1,,FL,No Tolls on 1+ lane,23300,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 80 S of Avenue E,12-8885--SR 80 from (MP 2.620) to (MP 4.460),93110000,12-24567-935177,2015,22000,935177,Florida,12-24567-935177,,23300
SR A1A from (MP 3.380) Palm Beach County to (MP 4.000) along John D. MacArthur Beach,2008,8886,1,,FL,No Tolls on 1+ lane,9500,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from (MP 3.380) Palm Beach County to (MP 4.000) along John D. MacArthur Beach,12-8886--SR A1A from (MP 3.380) Palm Beach County to (MP 4.000) along John D. MacArthur Beach,93080000,12-24568-930666,2014,7000,930666,Florida,12-24568-930666,,9500
SR A1A (MP 5.900) In St. Lucie County to (MP 7.709),2008,8887,,,FL,No Tolls on 1+ lane,7600,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A S of Regal Road,12-8887--SR A1A (MP 5.900) In St. Lucie County to (MP 7.709),9406000,12-24569-940703,2014,5900,940703,Florida,12-24569-940703,,7600
SR A1A from (MP 5.945) to SR 5 /US 1,2008,8888,,,FL,No Tolls on 1+ lane,14600,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A E of SR 5/US 1,12-8888--SR A1A from (MP 5.945) to SR 5 /US 1,93080000,12-24570-935290,2014,10600,935290,Florida,12-24570-935290,,14600
US 27/SR 25 at (MP 12.5),2008,8889,1,,FL,No Tolls on 1+ lane,9400,2010,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",US 27/SR 25 at (MP 12.5),12-8889--US 27/SR 25 at (MP 12.5),93160000,12-24571-935169,2012,8200,935169,Florida,12-24571-935169,,9400
SR 70 from Header Canal Road (MP 13.392) to McCarthy Road (MP 17.760),2008,8890,3,,FL,No Tolls on 1+ lane,5800,2009,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 70 E of CR 609/A,12-8890--SR 70 from Header Canal Road (MP 13.392) to McCarthy Road (MP 17.760),94030000,12-24572-940195,2011,5100,940195,Florida,12-24572-940195,,5800
US -1/SR-5 from (MP 20.890) to St. Lucie/Indian River County Line,2008,8891,1,,FL,No Tolls on 1+ lane,30800,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",US -1/SR-5 from (MP 20.890) to St. Lucie/Indian River County Line,12-8891--US -1/SR-5 from (MP 20.890) to St. Lucie/Indian River County Line,94010000,12-24573-940107,2015,16100,940107,Florida,12-24573-940107,,30800
SR 5 from South of Kings highway (MP 20.880) to South of Highland Drive (MP .449),2011,8968,1,,FL,No Tolls on 1+ lane,29500,2014,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-5 from S of Kings Hwy. (MP 20.880) to S of Highland Dr. (MP 0.449),12-8968--SR 5 from South of Kings highway (MP 20.880) to South of Highland Drive (MP .449),94010,12-24650-940107,2016,21500,940107,Florida,12-24650-940107,,29500
SR 9 (I-95) from SB (MP 22.681) to SB (MP 24.515),2008,8892,3,,FL,No Tolls on 1+ lane,31100,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",I-95 at Martin/St. Lucie County Line,12-8892--SR 9 (I-95) from SB (MP 22.681) to SB (MP 24.515),89095000,12-24574-890334,2013,51515,890334,Florida,12-24574-890334,,31100
SR A1A from South of Oakland Park Boulevard to North of Flamingo Avenue,2008,8893,1,,FL,No Tolls on 1+ lane,30100,2013,1,2008,1-State DOT,4-Regional travel model,SR A1A - S. of Oakland Park Blvd. to NE 40th Street,12-8893--SR A1A from South of Oakland Park Boulevard to North of Flamingo Avenue,86230000,12-24575-865126,2015,20400,865126,Florida,12-24575-865126,,30100
SR A1A from South of Oakland Park Boulevard to North of Flamingo Avenue,2008,8894,,,FL,No Tolls on 1+ lane,25400,2013,1,2008,1-State DOT,4-Regional travel model,NE 40th Street to Flamingo Avenue,12-8894--SR A1A from South of Oakland Park Boulevard to North of Flamingo Avenue,86230000,12-24576-860432,2015,19200,860432,Florida,12-24576-860432,,25400
US-1/SR-5 from North of Highland Drive to Oslo Road,2008,8895,3,,FL,No Tolls on 1+ lane,33100,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",US-1/SR-5 from North of Highland Drive to Oslo Road,12-8895--US-1/SR-5 from North of Highland Drive to Oslo Road,88010000,12-24577-880100,2016,19500,880100,Florida,12-24577-880100,,33100
US-1/SR-5 from St. Lucie/Indian River County Line to 11 Street,2008,8907,3,,FL,No Tolls on 1+ lane,31900,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",US-1/SR-5 from St. Lucie/Indian River County Line to N of Highland Drive,12-8907--US-1/SR-5 from St. Lucie/Indian River County Line to 11 Street,88010000,12-24589-880100,2016,19500,880100,Florida,12-24589-880100,,31900
SR 5/US-1 from North of parker Bridge (MP 2.389) to South of SR 706/Indiantown Road (MP 9.470),2008,8896,,,FL,No Tolls on 1+ lane,25300,2012,1,2008,1-State DOT,2-Population growth rates,SR 5/US-1 from North of parker Bridge (MP 2.389) to South of SR 706/Indiantown Road (MP 9.470),12-8896--SR 5/US-1 from North of parker Bridge (MP 2.389) to South of SR 706/Indiantown Road (MP 9.470),93040000,12-24578-930006,2014,21000,930006,Florida,12-24578-930006,,25300
SR 9 North of SR 60 (MP 6.500) to N. of CR-512 (MP 16.500),2008,8897,"1,3",,FL,No Tolls on 1+ lane,50500,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 9 North of SR 60 (MP 6.500) to N. of CR-512 (MP 16.500),12-8897--SR 9 North of SR 60 (MP 6.500) to N. of CR-512 (MP 16.500),88081000,12-24579-882001,2016,42000,882001,Florida,12-24579-882001,,50500
SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),2008,8898,1,,FL,No Tolls on 1+ lane,23400,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),12-8898--SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),93090000,12-24580-935257,2013,22000,935257,Florida,12-24580-935257,,23400
SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),2008,8899,1,,FL,No Tolls on 1+ lane,27400,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),12-8899--SR 811 from Northlake Blvd (MP 1.245) to South of Burns Road (MP 2.980),93090000,12-24581-935257,2013,22000,935257,Florida,12-24581-935257,,27400
SR 809 from Pavement seam north of Blue Heron (MP 7.47) to South of PGA Blvd (MP 11.08),2008,8900,1,,FL,No Tolls on 1+ lane,33300,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Military Trail from north of Blue Heron to Northlake Blvd,12-8900--SR 809 from Pavement seam north of Blue Heron (MP 7.47) to South of PGA Blvd (MP 11.08),93150000,12-24582-930496,2014,28000,930496,Florida,12-24582-930496,,33300
SR 809 from Pavement seam north of Blue Heron (MP 7.47) to South of PGA Blvd (MP 11.08),2008,8901,1,,FL,No Tolls on 1+ lane,39000,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Military Trail from Northlake Blvd to south of PGA Blvd,12-8901--SR 809 from Pavement seam north of Blue Heron (MP 7.47) to South of PGA Blvd (MP 11.08),93150000,12-24583-930708,2014,35000,930708,Florida,12-24583-930708,,39000
SR A1A from Olive to Cocoanut Row,2008,8902,1,,FL,No Tolls on 1+ lane,22600,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR A1A from Olive to Cocoanut Row,12-8902--SR A1A from Olive to Cocoanut Row,93060000,12-24584-930738,2016,12900,930738,Florida,12-24584-930738,,22600
SR 76 from east Port of Mayaca (MP 1.810) to west of SR 710 (MP 9.770),2008,8903,1,,FL,No Tolls on 1+ lane,2900,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 76 from east Port of Mayaca (MP 1.810) to west of SR 710 (MP 9.770),12-8903--SR 76 from east Port of Mayaca (MP 1.810) to west of SR 710 (MP 9.770),89060000,12-24585-895065,2013,1650,895065,Florida,12-24585-895065,,2900
SR 84 from Red Road to East of SW 26 Terrace,2008,8904,1,,FL,No Tolls on 1+ lane,43200,2013,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 84 from Red Road to East of SW 26 Terrace,12-8904--SR 84 from Red Road to East of SW 26 Terrace,86080000,12-24586-860122,2015,37000,860122,Florida,12-24586-860122,,43200
SR 823 from South of Johnson Street to North of Orange Drive,2008,8905,1,,FL,No Tolls on 1+ lane,45300,2009,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 823 from South of Johnson Street to North of Orange Drive,12-8905--SR 823 from South of Johnson Street to North of Orange Drive,86190000,12-24587-860084,2011,39500,860084,Florida,12-24587-860084,,45300
SR 802 Lake Worth Road from SR 7 (MP 0.000) to Turnpike (MP 1.593),2008,8906,,,FL,No Tolls on 1+ lane,34900,2012,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 834/Sample Road from Rock Island Road to Perimeter Road,12-8906--SR 802 Lake Worth Road from SR 7 (MP 0.000) to Turnpike (MP 1.593),93180000,12-24588-930053,2014,34000,930053,Florida,12-24588-930053,,34900
SR 814 Atlantic Blvd from US-1 to A1A,2008,8908,,,FL,No Tolls on 1+ lane,31500,2011,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 814 Atlantic Blvd from US-1 to A1A,12-8908--SR 814 Atlantic Blvd from US-1 to A1A,86130000,12-24590-860435,2013,23500,860435,Florida,12-24590-860435,,31500
SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),2008,8909,3,,FL,No Tolls on 1+ lane,17200,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",From Australian Avenue to Old Dixie Highway,12-8909--SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),93310000,12-24591-935287,2016,7100,935287,Florida,12-24591-935287,,17200
SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),2008,8910,3,,FL,No Tolls on 1+ lane,25100,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Australian Avenue from SR 710 to 4 street,12-8910--SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),93310000,12-24592-933505,2016,17100,933505,Florida,12-24592-933505,,25100
SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),2008,8911,3,,FL,No Tolls on 1+ lane,19700,2014,1,2008,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Australian Avenue from 10 Street to SR 710,12-8911--SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),93310000,12-24593-933506,2016,11200,933506,Florida,12-24593-933506,,19700
SR 60 from 66th Ave (MP 26.100) to 58th Ave (MP 27.200),2009,8912,1,,FL,No Tolls on 1+ lane,42000,2013,1,2009,1-State DOT,4-Regional travel model,SR 60 from 66th Ave (MP 26.100) to 58th Ave (MP 27.200),12-8912--SR 60 from 66th Ave (MP 26.100) to 58th Ave (MP 27.200),88060000,12-24594-880025,2015,31500,880025,Florida,12-24594-880025,,42000
SR 822 from MP 2.600 to MP 3.440,2009,8913,1,,FL,No Tolls on 1+ lane,56300,2013,1,2009,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Location #1,12-8913--SR 822 from MP 2.600 to MP 3.440,86230000,12-24595-865173,2015,46000,865173,Florida,12-24595-865173,,56300
SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,2011,8951,1,,FL,No Tolls on 1+ lane,51300,2013,1,2011,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012),12-8951--SR 822 (Sheridan Street) from CSX Railroad (MP 2.540) to west of N 26th Avenue (MP 3.012) including NB/SB I-95 Off-Ramps,86070000,12-24633-865173,2015,46000,865173,Florida,12-24633-865173,,51300
SR 822 from MP 2.600 to MP 3.441,2009,8914,1,,FL,No Tolls on 1+ lane,51800,2013,1,2009,1-State DOT,"1-Traffic count trend, 4-Regional travel model",Location #2,12-8914--SR 822 from MP 2.600 to MP 3.441,86230000,12-24596-860034,2015,45500,860034,Florida,12-24596-860034,,51800
SR 811/N Dixie Highway from NE 26th St. (MP 1.80 to McNab Road (MP 5.40),2009,8915,1,,FL,No Tolls on 1+ lane,31700,2013,1,2009,1-State DOT,4-Regional travel model,SR 811/N Dixie Highway from NE 26th St. (MP 1.80 to McNab Road (MP 5.40),12-8915--SR 811/N Dixie Highway from NE 26th St. (MP 1.80 to McNab Road (MP 5.40),86170000,12-24597-860023,2015,23500,860023,Florida,12-24597-860023,,31700
SR 817/University Dr from Orange Dr to SW 30 st.,2009,8916,1,,FL,No Tolls on 1+ lane,48900,2012,1,2009,1-State DOT,4-Regional travel model,SR 817/University Dr from Orange Dr to SW 30 st.,12-8916--SR 817/University Dr from Orange Dr to SW 30 st.,86220000,12-24598-860044,2014,50000,860044,Florida,12-24598-860044,,48900
SR 869 from Powerline Rd to E Newport Center Dr.,2009,8918,1,,FL,No Tolls on 1+ lane,47000,2014,1,2009,1-State DOT,4-Regional travel model,SR 869 from Powerline Rd to E Newport Center Dr.,12-8918--SR 869 from Powerline Rd to E Newport Center Dr.,86012000,12-24600-863012,2016,40000,863012,Florida,12-24600-863012,,47000
SR 849 from MP 2.271 to Atlantic Blvd (MP 3.177),2009,8919,1,,FL,No Tolls on 1+ lane,20100,2012,1,2009,1-State DOT,1-Traffic count trend,SR 849 from MP 2.271 to Atlantic Blvd (MP 3.177),12-8919--SR 849 from MP 2.271 to Atlantic Blvd (MP 3.177),86130000,12-24601-860060,2014,17300,860060,Florida,12-24601-860060,,20100
SR 808/Glades Rd from W of Boca Lakes Dr (MP 1.180) to Florida1s Turnpike (MP 2.049),2009,8920,1,,FL,No Tolls on 1+ lane,51000,2013,1,2009,1-State DOT,1-Traffic count trend,SR 808/Glades Rd from W of Boca Lakes Dr (MP 1.180) to Florida1s Turnpike (MP 2.049),12-8920--SR 808/Glades Rd from W of Boca Lakes Dr (MP 1.180) to Florida1s Turnpike (MP 2.049),93004000,12-24602-935341,2015,44500,935341,Florida,12-24602-935341,,51000
SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),2009,8921,,,FL,No Tolls on 1+ lane,72000,2013,1,2009,1-State DOT,4-Regional travel model,SR820 from Dykes Rd to W of I75 (MP 5.39),12-8921--SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),86040000,12-24603-860088,2015,63000,860088,Florida,12-24603-860088,,72000
SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),2009,8922,,,FL,No Tolls on 1+ lane,50400,2013,1,2009,1-State DOT,4-Regional travel model,SR820 from SW 172nd Ave to Dykes Rd,12-8922--SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),86040000,12-24604-860087,2015,46000,860087,Florida,12-24604-860087,,50400
SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),2009,8923,,,FL,No Tolls on 1+ lane,41500,2013,1,2009,1-State DOT,4-Regional travel model,SR820 from SW 184th Ave to SW 172nd Ave,12-8923--SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),86040000,12-24605-860207,2015,36500,860207,Florida,12-24605-860207,,41500
SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),2009,8924,,,FL,No Tolls on 1+ lane,27300,2013,1,2009,1-State DOT,4-Regional travel model,SR820 SW 196th Ave to SW 184th Ave,12-8924--SR 820/Pines Blvd from SW 196th Ave (MP 1.6) to W of I75 (MP 5.39),86040000,12-24606-860085,2015,22200,860085,Florida,12-24606-860085,,27300
SR 870 from University Dr (MP 0.000) to W of NW 64th Ave (MP 0.800),2009,8925,,,FL,No Tolls on 1+ lane,56100,2011,1,2009,1-State DOT,4-Regional travel model,SR 870 from Unuversity Dr (MP 0.000) to W of NW 64th Ave (MP 0.800),12-8925--SR 870 from University Dr (MP 0.000) to W of NW 64th Ave (MP 0.800),86014000,12-24607-860015,2013,48500,860015,Florida,12-24607-860015,,56100
SR-842 at NW-SW 18 Ave (MP 5.392 to MP 5.398),2010,8926,,,FL,No Tolls on 1+ lane,74000,2012,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-842 at NW-SW 18 Ave (MP 5.392 to MP 5.398),12-8926--SR-842 at NW-SW 18 Ave (MP 5.392 to MP 5.398),86006000,12-24608-860021,2014,78000,860021,Florida,12-24608-860021,,74000
SR 842 from 24th Ave. to 7th Ave,2012,8993,,,FL,No Tolls on 1+ lane,72200,2015,1,2012,1-State DOT,4-Regional travel model,Location # 1,12-8993--SR 842 from 24th Ave. to 7th Ave,86006000,12-24675-860021,2017,75000,860021,Florida,12-24675-860021,,72200
SR-870 from White Oak Ln (MP 1.18) to NW 49th (MP 2.33),2010,8927,1,,FL,No Tolls on 1+ lane,69500,2014,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-870 from White Oak Ln (MP 1.18) to NW 49th (MP 2.33),12-8927--SR-870 from White Oak Ln (MP 1.18) to NW 49th (MP 2.33),86014000,12-24609-860201,2016,49000,860201,Florida,12-24609-860201,,69500
SR -848/ Stirling Road West and East of Davie Road,2010,8928,,,FL,No Tolls on 1+ lane,43500,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR -848/ Stirling Road West and East of Davied Road,12-8928--SR -848/ Stirling Road West and East of Davie Road,86016000,12-24610-860488,2015,36500,860488,Florida,12-24610-860488,,43500
SR-848 from NW 58th Ave to NW 68th Ave,2010,8933,,,FL,No Tolls on 1+ lane,43000,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-848 from NW 58th Ave to NW 68th Ave,12-8933--SR-848 from NW 58th Ave to NW 68th Ave,86016000,12-24615-860488,2015,36500,860488,Florida,12-24615-860488,,43000
SR-848/ Stirling Rd from E. of SR-817/ University Dr to E. of SR-9,2011,8955,,,FL,No Tolls on 1+ lane,43500,2015,1,2011,1-State DOT,1-Traffic count trend,Davie Road to East of SR 7,12-8955--SR-848/ Stirling Rd from E. of SR-817/ University Dr to E. of SR-9,86016000,12-24637-860488,2017,43000,860488,Florida,12-24637-860488,,43500
SR-823 from Griffin Rd to SR 84,2010,8929,,,FL,No Tolls on 1+ lane,38800,2015,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-823 from Griffin Rd to SR 84,12-8929--SR-823 from Griffin Rd to SR 84,86190000,12-24611-860082,2017,37500,860082,Florida,12-24611-860082,,38800
SR 862 I-595 EB Exit Ramp to fort Lauderdale/Hollywood International Airort (MP 0.393 to 1.006),2010,8930,,,FL,No Tolls on 1+ lane,39500,2012,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR 862 I-595 EB Exit Ramp to fort Lauderdale/Hollywood International Airort (MP 0.393 to 1.006),12-8930--SR 862 I-595 EB Exit Ramp to fort Lauderdale/Hollywood International Airort (MP 0.393 to 1.006),86010006,12-24612-860415,2014,28000,860415,Florida,12-24612-860415,,39500
SR-838 at NW 31 Ave (MP 5.003) & NW 27 Ave (MP 5.534),2010,8931,,,FL,No Tolls on 1+ lane,55000,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-838 at NW 27 Ave (MP 5.534),12-8931--SR-838 at NW 31 Ave (MP 5.003) & NW 27 Ave (MP 5.534),86110000,12-24613-860469,2015,50000,860469,Florida,12-24613-860469,,55000
SR-838 at NW 31 Ave (MP 5.003) & NW 27 Ave (MP 5.534),2010,8932,,,FL,No Tolls on 1+ lane,56300,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-838 at NW 31 Ave (MP 5.003),12-8932--SR-838 at NW 31 Ave (MP 5.003) & NW 27 Ave (MP 5.534),86110000,12-24614-860487,2015,54500,860487,Florida,12-24614-860487,,56300
SR-7 At Riverland Rd. (MP 8.00 to MP 8.52),2010,8934,,,FL,No Tolls on 1+ lane,53800,2012,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-7 At Riverland Rd. (MP 8.00 to MP 8.52),12-8934--SR-7 At Riverland Rd. (MP 8.00 to MP 8.52),86100000,12-24616-860010,2014,50500,860010,Florida,12-24616-860010,,53800
SR-9/ I-95 from S. of Linton Blvd to S. of Boyton Beach Blvd (MP 7.600 to MP 14.400),2010,8935,,,FL,No Tolls on 1+ lane,197400,2010,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-9/ I-95 from S. of Linton Blvd to S. of Boyton Beach Blvd (MP 7.600 to MP 14.400),12-8935--SR-9/ I-95 from S. of Linton Blvd to S. of Boyton Beach Blvd (MP 7.600 to MP 14.400),93220000,12-24617-930198,2012,173372,930198,Florida,12-24617-930198,,197400
SR-9 South of Golf Rd (MP 11.498) to Gateway Blvd (MP 15.174),2010,8937,,,FL,No Tolls on 1+ lane,196600,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-9 South of Golf Rd (MP 11.498) to Gateway Blvd (MP 15.174),12-8937--SR-9 South of Golf Rd (MP 11.498) to Gateway Blvd (MP 15.174),93220000,12-24619-930198,2015,181062,930198,Florida,12-24619-930198,,196600
SR-7 at Southgate Blvd,2010,8936,,,FL,No Tolls on 1+ lane,53500,2013,1,2010,1-State DOT,"1-Traffic count trend, 4-Regional travel model",SR-7 at Southgate Blvd,12-8936--SR-7 at Southgate Blvd,86100000,12-24618-860426,2015,47500,860426,Florida,12-24618-860426,,53500
SR-76 from East of the Bridge over the South Fork of the St. Lucie River to SW Cabana Point Circle,2010,8938,,,FL,No Tolls on 1+ lane,44100,2014,1,2010,1-State DOT,1-Traffic count trend,SR-76 from East of the Bridge over the South Fork of the St. Lucie River to SW Cabana Point Circle,12-8938--SR-76 from East of the Bridge over the South Fork of the St. Lucie River to SW Cabana Point Circle,89060000,12-24620-890106,2016,28500,890106,Florida,12-24620-890106,,44100
SR -808/ Glades Road from SR-7/ US 441 to E of Lyons Road (MP 0.000 to MP 1.180),2010,8939,,,FL,No Tolls on 1+ lane,42000,2015,1,2010,1-State DOT,1-Traffic count trend,SR -808/ Glades Road from SR-7/ US 441 to E of Lyons Road (MP 0.000 to MP 1.180),12-8939--SR -808/ Glades Road from SR-7/ US 441 to E of Lyons Road (MP 0.000 to MP 1.180),93004000,12-24621-930036,2017,41500,930036,Florida,12-24621-930036,,42000
SR- 5/ US 1 from SW Mizner Blvd/ SE 5th Street (MP 1.434) to SR-808/ Glades Road (mp 2.691),2010,8940,,,FL,No Tolls on 1+ lane,25000,2013,1,2010,1-State DOT,1-Traffic count trend,SR- 5/ US 1 from SW SE 3th Street to Palmetto park Road,12-8940--SR- 5/ US 1 from SW Mizner Blvd/ SE 5th Street (MP 1.434) to SR-808/ Glades Road (mp 2.691),93010000,12-24622-935003,2015,25500,935003,Florida,12-24622-935003,,25000
